hour,production
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.046
10,0.252
11,0.537
12,0.792
13,0.742
14,0.597
15,0.381
16,0.136
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
